Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,
09-Sep-21,PNB,37.55,37.65,-0.0027,0.0269,0.0268,0.512,2.68,51.2
09-Sep-21,PNBGILTS,65,64.7,0.0046,0.0316,0.0315,0.6018,3.15,60.18
09-Sep-21,PNBHOUSING,633.25,643.7,-0.0164,0.0338,0.0338,0.6457,3.38,64.57
09-Sep-21,PNC,35,35.6,-0.017,0.0394,0.0394,0.7527,3.94,75.27
09-Sep-21,PNCINFRA,359.75,367.75,-0.022,0.0273,0.0273,0.5216,2.73,52.16
09-Sep-21,PODDARHOUS,189.1,188.35,0.004,0.0336,0.0335,0.64,3.35,64
09-Sep-21,PODDARMENT,340.25,342.8,-0.0075,0.0326,0.0326,0.6228,3.26,62.28
09-Sep-21,POKARNA,508.35,486.6,0.0437,0.039,0.039,0.7451,3.9,74.51
09-Sep-21,POLYCAB,2384.05,2406.6,-0.0094,0.0222,0.0221,0.4222,2.21,42.22
09-Sep-21,POLYMED,981.25,982.05,-0.0008,0.0279,0.0279,0.533,2.79,53.3
09-Sep-21,POLYPLEX,1555.4,1543.7,0.0076,0.0293,0.0292,0.5579,2.92,55.79
09-Sep-21,PONNIERODE,226.9,228.65,-0.0077,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,POONAWALLA,180.3,186.6,-0.0343,0.0354,0.0354,0.6763,3.54,67.63
09-Sep-21,PORSCHE,350,350,0,0.0012,0.0012,0.0229,0.12,2.29
09-Sep-21,POWERGRID,173.5,172.85,0.0038,0.0184,0.0183,0.3496,1.83,34.96
09-Sep-21,POWERINDIA,2325.7,2325.75,0,0.0238,0.0237,0.4528,2.37,45.28
09-Sep-21,POWERMECH,832.1,828.3,0.0046,0.0303,0.0302,0.577,3.02,57.7
09-Sep-21,PPAP,241.8,243.9,-0.0086,0.0326,0.0326,0.6228,3.26,62.28
09-Sep-21,PPL,166.3,165.6,0.0042,0.0346,0.0345,0.6591,3.45,65.91
09-Sep-21,PPML,10,10,0,0,0,0,0,0
09-Sep-21,PRABHATSEC,10.8,10.8,0,0,0,0,0,0
09-Sep-21,PRAENG,18.75,18.5,0.0134,0.0443,0.0442,0.8444,4.42,84.44
09-Sep-21,PRAJIND,359.7,342.6,0.0487,0.0345,0.0345,0.6591,3.45,65.91
09-Sep-21,PRAKASH,67.15,66.95,0.003,0.0381,0.038,0.726,3.8,72.6
09-Sep-21,PRAKASHSTL,2.15,2.25,-0.0455,0.0772,0.077,1.4711,7.7,147.11
09-Sep-21,PRAXIS,34.45,32.5,0.0583,0.0388,0.0389,0.7432,3.89,74.32
09-Sep-21,PRECAM,82.35,83.2,-0.0103,0.0385,0.0384,0.7336,3.84,73.36
09-Sep-21,PRECOT,244.8,243.6,0.0049,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,PRECWIRE,241.2,243.85,-0.0109,0.0292,0.0292,0.5579,2.92,55.79
09-Sep-21,PREMEXPLN,235.6,236.65,-0.0044,0.0325,0.0324,0.619,3.24,61.9
09-Sep-21,PREMIER,3.5,3.45,0.0144,0.0453,0.0452,0.8635,4.52,86.35
09-Sep-21,PREMIERPOL,75.7,74,0.0227,0.0484,0.0483,0.9228,4.83,92.28
09-Sep-21,PRESSMN,29.1,29.05,0.0017,0.0377,0.0376,0.7183,3.76,71.83
09-Sep-21,PRESTIGE,429.25,442.85,-0.0312,0.0312,0.0312,0.5961,3.12,59.61
09-Sep-21,PRHOLDING,10,10,0,0,0,0,0,0
09-Sep-21,PRICOLLTD,92.3,81.7,0.122,0.0326,0.0336,0.6419,3.36,64.19
09-Sep-21,PRIMESECU,81.05,81.4,-0.0043,0.0339,0.0338,0.6457,3.38,64.57
09-Sep-21,PRINCEPIPE,718.65,696.25,0.0317,0.0295,0.0295,0.5636,2.95,56.36
09-Sep-21,PRITIKAUTO,18.2,18.2,0,0.038,0.0379,0.7241,3.79,72.41
09-Sep-21,PRIVISCL,1794.2,1668.8,0.0725,0.0342,0.0345,0.6591,3.45,65.91
09-Sep-21,PRIYAINT,8.5,8.5,0,0,0,0,0,0
09-Sep-21,PROGFIN,10,10,0,0,0,0,0,0
09-Sep-21,PROINDIA,70.6,65.5,0.075,0.1094,0.1093,2.0882,10.93,208.82
09-Sep-21,PROZONINTU,28.6,28.95,-0.0122,0.0394,0.0393,0.7508,3.93,75.08
09-Sep-21,PRSMJOHNSN,125.05,126.2,-0.0092,0.0287,0.0286,0.5464,2.86,54.64
09-Sep-21,PSB,16.75,16.95,-0.0119,0.0321,0.0321,0.6133,3.21,61.33
09-Sep-21,PSPPROJECT,440.1,441.6,-0.0034,0.0215,0.0215,0.4108,2.15,41.08
09-Sep-21,PSUBNKBEES,25.7,25.59,0.0043,0.0226,0.0225,0.4299,2.25,42.99
09-Sep-21,PTC,101.35,102.65,-0.0127,0.0231,0.023,0.4394,2.3,43.94
09-Sep-21,PTL,47.15,46.35,0.0171,0.0222,0.0222,0.4241,2.22,42.41
09-Sep-21,PUNJABCHEM,1790.55,1816.5,-0.0144,0.0321,0.0321,0.6133,3.21,61.33
09-Sep-21,PUNJLLOYD,1.65,1.7,-0.0299,0.0372,0.0372,0.7107,3.72,71.07
09-Sep-21,PURBANCHAL,8.65,8.65,0,0,0,0,0,0
09-Sep-21,PURVA,109.8,108.55,0.0114,0.0354,0.0354,0.6763,3.54,67.63
09-Sep-21,PVP,4.75,4.8,-0.0105,0.0901,0.0899,1.7175,8.99,171.75
09-Sep-21,PVR,1382,1353.25,0.021,0.0268,0.0268,0.512,2.68,51.2
09-Sep-21,QGOLDHALF,2026.15,2030.95,-0.0024,0.0083,0.0083,0.1586,0.83,15.86
09-Sep-21,QNIFTY,1805,1800,0.0028,0.0115,0.0114,0.2178,1.14,21.78
09-Sep-21,QUALITY,10,10,0,0,0,0,0,0
09-Sep-21,QUESS,869.8,862.05,0.009,0.0282,0.0282,0.5388,2.82,53.88
09-Sep-21,QUICKHEAL,225.1,225,0.0004,0.0352,0.0351,0.6706,3.51,67.06
09-Sep-21,RADAAN,1.3,1.3,0,0.0687,0.0685,1.3087,6.85,130.87
09-Sep-21,RADICO,909.05,893.15,0.0176,0.0261,0.026,0.4967,2.6,49.67
09-Sep-21,RADICOFIN,10,10,0,0,0,0,0,0
09-Sep-21,RADIOCITY,23.6,23.9,-0.0126,0.0244,0.0244,0.4662,2.44,46.62
09-Sep-21,RAILTEL,130.2,131.4,-0.0092,0.0217,0.0216,0.4127,2.16,41.27
09-Sep-21,RAIN,243.4,229.25,0.0599,0.0332,0.0334,0.6381,3.34,63.81
09-Sep-21,RAJESHEXPO,611.8,611.05,0.0012,0.0178,0.0178,0.3401,1.78,34.01
09-Sep-21,RAJMET,135.45,137.15,-0.0125,0.022,0.022,0.4203,2.2,42.03
09-Sep-21,RAJRATAN,2028.75,2021.45,0.0036,0.0342,0.0341,0.6515,3.41,65.15
09-Sep-21,RAJRAYON,0.25,0.25,0,0.2172,0.2166,4.1381,21.66,413.81
09-Sep-21,RAJSREESUG,26.9,27.7,-0.0293,0.0367,0.0367,0.7012,3.67,70.12
09-Sep-21,RAJTV,34.25,34.05,0.0059,0.0358,0.0358,0.684,3.58,68.4
09-Sep-21,RAKAN,1,1,0,0,0,0,0,0
09-Sep-21,RALLIS,291.65,290.9,0.0026,0.0221,0.0221,0.4222,2.21,42.22
09-Sep-21,RAMANEWS,19.15,19.05,0.0052,0.0347,0.0347,0.6629,3.47,66.29
09-Sep-21,RAMARAJU,182.8,182.8,0,0,0,0,0,0
09-Sep-21,RAMASTEEL,234.45,243.95,-0.0397,0.0345,0.0345,0.6591,3.45,65.91
09-Sep-21,RAMCOCEM,1056.2,1044.35,0.0113,0.0193,0.0192,0.3668,1.92,36.68
09-Sep-21,RAMCOIND,303.1,289.85,0.0447,0.0261,0.0263,0.5025,2.63,50.25
09-Sep-21,RAMCOSYS,461.15,459.75,0.003,0.0355,0.0354,0.6763,3.54,67.63
09-Sep-21,RAMKY,151.1,154.8,-0.0242,0.0398,0.0398,0.7604,3.98,76.04
09-Sep-21,RAMPURFERT,11.95,11.95,0,0,0,0,0,0
09-Sep-21,RANASUG,26.15,26.85,-0.0264,0.0423,0.0422,0.8062,4.22,80.62
09-Sep-21,RANEENGINE,289,289.65,-0.0022,0.0339,0.0338,0.6457,3.38,64.57
09-Sep-21,RANEHOLDIN,626.15,636,-0.0156,0.0316,0.0315,0.6018,3.15,60.18
09-Sep-21,RANJANPOLY,28.25,28.25,0,0,0,0,0,0
09-Sep-21,RATNAMANI,2140.5,2142.5,-0.0009,0.0181,0.018,0.3439,1.8,34.39
09-Sep-21,RAYMOND,435.55,433.45,0.0048,0.0252,0.0251,0.4795,2.51,47.95
09-Sep-21,RBL,919.45,916.7,0.003,0.0287,0.0286,0.5464,2.86,54.64
09-Sep-21,RBLBANK,172.15,173.8,-0.0095,0.0329,0.0328,0.6266,3.28,62.66
09-Sep-21,RCF,74.1,73.6,0.0068,0.0304,0.0304,0.5808,3.04,58.08
09-Sep-21,RCOM,3,2.85,0.0513,0.0441,0.0442,0.8444,4.42,84.44
09-Sep-21,RECLTD,157.3,157.55,-0.0016,0.0229,0.0228,0.4356,2.28,43.56
09-Sep-21,REDINGTON,145.45,141.75,0.0258,0.0358,0.0357,0.682,3.57,68.2
09-Sep-21,REFEX,159.55,160.1,-0.0034,0.0434,0.0433,0.8272,4.33,82.72
09-Sep-21,REGALENTER,10,10,0,0,0,0,0,0
09-Sep-21,REGENCERAM,1.8,1.75,0.0282,0.03,0.03,0.5731,3,57.31
09-Sep-21,RELAXO,1179.7,1180.8,-0.0009,0.0188,0.0187,0.3573,1.87,35.73
09-Sep-21,RELCAPITAL,18,17.15,0.0484,0.0403,0.0403,0.7699,4.03,76.99
09-Sep-21,RELIANCE,2425.6,2431.35,-0.0024,0.0198,0.0197,0.3764,1.97,37.64
09-Sep-21,RELIGARE,153.55,153.85,-0.002,0.0397,0.0396,0.7566,3.96,75.66
09-Sep-21,RELINFRA,74.2,70.7,0.0483,0.0447,0.0447,0.854,4.47,85.4
09-Sep-21,REMSONSIND,209.2,212.25,-0.0145,0.0418,0.0417,0.7967,4.17,79.67
09-Sep-21,RENUKA,26.15,26.35,-0.0076,0.0393,0.0392,0.7489,3.92,74.89
09-Sep-21,REPCOHOME,304.05,309.2,-0.0168,0.0315,0.0315,0.6018,3.15,60.18
09-Sep-21,REPL,222.75,222.35,0.0018,0.0212,0.0212,0.405,2.12,40.5
09-Sep-21,REPRO,572.35,596.85,-0.0419,0.0309,0.0309,0.5903,3.09,59.03
09-Sep-21,RESPONIND,129.45,126.3,0.0246,0.0259,0.0259,0.4948,2.59,49.48
09-Sep-21,REVATHI,557.5,564.1,-0.0118,0.0347,0.0346,0.661,3.46,66.1
09-Sep-21,RFHL,10.3,10.3,0,0,0,0,0,0
09-Sep-21,RGL,752.2,758.6,-0.0085,0.0324,0.0323,0.6171,3.23,61.71
09-Sep-21,RHFL,4.2,4,0.0488,0.0415,0.0416,0.7948,4.16,79.48
09-Sep-21,RHIM,369.15,361.9,0.0198,0.0281,0.0281,0.5368,2.81,53.68
09-Sep-21,RICOAUTO,49.5,49.1,0.0081,0.036,0.0359,0.6859,3.59,68.59
09-Sep-21,RIIL,692.05,692.75,-0.001,0.0329,0.0328,0.6266,3.28,62.66
09-Sep-21,RISHABHENT,10,10,0,0,0,0,0,0
09-Sep-21,RITES,274.15,274.25,-0.0004,0.019,0.0189,0.3611,1.89,36.11
09-Sep-21,RITZ,15.25,15.25,0,0,0,0,0,0
09-Sep-21,RKDL,12.15,12.2,-0.0041,0.0429,0.0428,0.8177,4.28,81.77
09-Sep-21,RKEC,83.3,83.6,-0.0036,0.038,0.0379,0.7241,3.79,72.41
09-Sep-21,RKFORGE,991.4,994.05,-0.0027,0.0317,0.0317,0.6056,3.17,60.56
09-Sep-21,RKMAN,299.3,299.3,0,0.0007,0.0007,0.0134,0.07,1.34
09-Sep-21,RMCL,2.15,2.1,0.0235,0.0339,0.0339,0.6477,3.39,64.77
09-Sep-21,RML,387.7,387.9,-0.0005,0.0383,0.0382,0.7298,3.82,72.98
09-Sep-21,RNAVAL,2.9,2.9,0,0.0412,0.0411,0.7852,4.11,78.52
09-Sep-21,ROADWAYS,10,10,0,0,0,0,0,0
09-Sep-21,ROBERT,10.7,10.7,0,0,0,0,0,0
09-Sep-21,ROHLTD,77.6,73.95,0.0482,0.0322,0.0323,0.6171,3.23,61.71
09-Sep-21,ROLEXRINGS,1092.65,1092.8,-0.0001,0.0051,0.0051,0.0974,0.51,9.74
09-Sep-21,ROLLT,2.25,2.25,0,0.0402,0.0401,0.7661,4.01,76.61
09-Sep-21,ROLTA,5.8,5.5,0.0531,0.038,0.0381,0.7279,3.81,72.79
09-Sep-21,ROML,94.3,78.55,0.1827,0.0488,0.0503,0.961,5.03,96.1
09-Sep-21,ROSSARI,1394,1395.05,-0.0008,0.0208,0.0207,0.3955,2.07,39.55
09-Sep-21,ROSSELLIND,170.45,165.15,0.0316,0.0337,0.0337,0.6438,3.37,64.38
09-Sep-21,ROUTE,1995.85,2005.45,-0.0048,0.0299,0.0298,0.5693,2.98,56.93
09-Sep-21,RPGLIFE,611.1,609.7,0.0023,0.0316,0.0315,0.6018,3.15,60.18
09-Sep-21,RPOWER,13.25,12.65,0.0463,0.0455,0.0455,0.8693,4.55,86.93
09-Sep-21,RPPINFRA,79.8,83.05,-0.0399,0.0417,0.0417,0.7967,4.17,79.67
09-Sep-21,RPSGVENT,768.2,762.65,0.0073,0.0357,0.0356,0.6801,3.56,68.01
09-Sep-21,RSSOFTWARE,33.6,34.05,-0.0133,0.0424,0.0423,0.8081,4.23,80.81
09-Sep-21,RSWM,323.05,322,0.0033,0.033,0.0329,0.6286,3.29,62.86
09-Sep-21,RSYSTEMS,199.45,197.75,0.0086,0.033,0.0329,0.6286,3.29,62.86
09-Sep-21,RTNINDIA,48.6,46.3,0.0485,0.0432,0.0432,0.8253,4.32,82.53
09-Sep-21,RTNPOWER,4.65,4.7,-0.0107,0.0447,0.0446,0.8521,4.46,85.21
09-Sep-21,RUBYMILLS,287.1,294.45,-0.0253,0.0355,0.0354,0.6763,3.54,67.63
09-Sep-21,RUCHI,1044.35,1043.9,0.0004,0.0309,0.0309,0.5903,3.09,59.03
09-Sep-21,RUCHINFRA,7.3,7.25,0.0069,0.0412,0.0411,0.7852,4.11,78.52
09-Sep-21,RUCHIRA,79,80.7,-0.0213,0.0334,0.0333,0.6362,3.33,63.62
09-Sep-21,RUPA,447.05,456.9,-0.0218,0.0313,0.0313,0.598,3.13,59.8
09-Sep-21,RUSHIL,252.65,246.75,0.0236,0.0382,0.0381,0.7279,3.81,72.79
09-Sep-21,RVHL,21.85,21.55,0.0138,0.0232,0.0232,0.4432,2.32,44.32
09-Sep-21,RVNL,30.5,31,-0.0163,0.0266,0.0266,0.5082,2.66,50.82
09-Sep-21,RWCL,1.25,1.25,0,0,0,0,0,0
09-Sep-21,S&SPOWER,25.1,24.7,0.0161,0.0484,0.0483,0.9228,4.83,92.28
09-Sep-21,SAANVI,10,10,0,0,0,0,0,0
09-Sep-21,SABEVENTS,3.25,3.15,0.0313,0.0816,0.0814,1.5551,8.14,155.51
09-Sep-21,SABTN,1.4,1.75,-0.2231,0.0458,0.0484,0.9247,4.84,92.47
09-Sep-21,SADBHAV,51.3,53.25,-0.0373,0.0365,0.0365,0.6973,3.65,69.73
09-Sep-21,SADBHIN,15.75,16.55,-0.0495,0.041,0.041,0.7833,4.1,78.33
09-Sep-21,SAFARI,870.85,862.25,0.0099,0.0258,0.0258,0.4929,2.58,49.29
09-Sep-21,SAGARDEEP,41.1,39.15,0.0486,0.0322,0.0323,0.6171,3.23,61.71
09-Sep-21,SAGCEM,267.45,269.55,-0.0078,0.0319,0.0318,0.6075,3.18,60.75
09-Sep-21,SAIL,122.2,120,0.0182,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,SAKAR,163.35,163.35,0,0.0361,0.036,0.6878,3.6,68.78
09-Sep-21,SAKHTISUG,15,15.05,-0.0033,0.0354,0.0354,0.6763,3.54,67.63
09-Sep-21,SAKSOFT,900.5,911.35,-0.012,0.0366,0.0365,0.6973,3.65,69.73
09-Sep-21,SAKUMA,11.05,10.5,0.0511,0.0415,0.0415,0.7929,4.15,79.29
09-Sep-21,SALASAR,295.85,292.55,0.0112,0.0316,0.0316,0.6037,3.16,60.37
09-Sep-21,SALONA,204.4,202.6,0.0088,0.0433,0.0432,0.8253,4.32,82.53
09-Sep-21,SALSTEEL,11.25,10.75,0.0455,0.0402,0.0402,0.768,4.02,76.8
09-Sep-21,SALZERELEC,165.85,163.85,0.0121,0.034,0.0339,0.6477,3.39,64.77
09-Sep-21,SAMBHAAV,2.9,2.8,0.0351,0.0379,0.0379,0.7241,3.79,72.41
09-Sep-21,SAMYAK,9.95,9.95,0,0,0,0,0,0
09-Sep-21,SANCO,8.45,8.55,-0.0118,0.0372,0.0371,0.7088,3.71,70.88
09-Sep-21,SANDESH,763.55,774.2,-0.0139,0.026,0.0259,0.4948,2.59,49.48
09-Sep-21,SANDHAR,280.4,279.15,0.0045,0.0241,0.024,0.4585,2.4,45.85
09-Sep-21,SANGAMIND,142.05,139.55,0.0178,0.0351,0.035,0.6687,3.5,66.87
09-Sep-21,SANGHIIND,70.75,70.8,-0.0007,0.0363,0.0362,0.6916,3.62,69.16
09-Sep-21,SANGHVIMOV,178.6,179.75,-0.0064,0.0381,0.038,0.726,3.8,72.6
09-Sep-21,SANGINITA,26.95,27.1,-0.0056,0.0362,0.0361,0.6897,3.61,68.97
09-Sep-21,SANOFI,8204.1,8203,0.0001,0.0147,0.0147,0.2808,1.47,28.08
09-Sep-21,SANWARIA,0.65,0.65,0,0.0461,0.0459,0.8769,4.59,87.69
09-Sep-21,SARDAEN,698.9,707.7,-0.0125,0.0338,0.0337,0.6438,3.37,64.38
09-Sep-21,SAREGAMA,3940.75,3754.65,0.0484,0.0321,0.0322,0.6152,3.22,61.52
09-Sep-21,SARLAPOLY,44.05,43.9,0.0034,0.0402,0.0401,0.7661,4.01,76.61
09-Sep-21,SARNIMAL,1,1,0,0,0,0,0,0
09-Sep-21,SASKEN,1350.15,1368.4,-0.0134,0.0296,0.0295,0.5636,2.95,56.36
09-Sep-21,SASTASUNDR,289.1,286.3,0.0097,0.0365,0.0364,0.6954,3.64,69.54
09-Sep-21,SATIA,98.65,98.3,0.0036,0.0272,0.0271,0.5177,2.71,51.77
09-Sep-21,SATIN,77.65,77.85,-0.0026,0.0313,0.0312,0.5961,3.12,59.61
09-Sep-21,SATYASHYAM,22.65,22.65,0,0,0,0,0,0
09-Sep-21,SBCL,194.2,195.2,-0.0051,0.0217,0.0216,0.4127,2.16,41.27
09-Sep-21,SBHL,10,10,0,0,0,0,0,0
09-Sep-21,SBICARD,1105.2,1108.4,-0.0029,0.0209,0.0208,0.3974,2.08,39.74
09-Sep-21,SBIETFCON,70.73,70.48,0.0035,0.0027,0.0027,0.0516,0.27,5.16
09-Sep-21,SBIETFIT,354.39,353.47,0.0026,0.0099,0.0099,0.1891,0.99,18.91
09-Sep-21,SBIETFPB,189.9,190.49,-0.0031,0.018,0.018,0.3439,1.8,34.39
09-Sep-21,SBIETFQLTY,155.49,153.77,0.0111,0.011,0.011,0.2102,1.1,21.02
09-Sep-21,SBILIFE,1173.2,1220.05,-0.0392,0.019,0.0192,0.3668,1.92,36.68
09-Sep-21,SBIN,432.3,431.35,0.0022,0.0237,0.0236,0.4509,2.36,45.09
09-Sep-21,SCAPDVR,8.25,8.1,0.0183,0.0659,0.0657,1.2552,6.57,125.52
09-Sep-21,SCEL,10,10,0,0,0,0,0,0
09-Sep-21,SCHAEFFLER,7379.85,7527.8,-0.0198,0.018,0.018,0.3439,1.8,34.39
09-Sep-21,SCHAND,114.75,115.3,-0.0048,0.0347,0.0346,0.661,3.46,66.1
09-Sep-21,SCHNEIDER,114.8,114.85,-0.0004,0.0328,0.0328,0.6266,3.28,62.66
09-Sep-21,SCI,110.3,108.7,0.0146,0.0325,0.0324,0.619,3.24,61.9
09-Sep-21,SDBL,42.35,42.3,0.0012,0.0349,0.0349,0.6668,3.49,66.68
09-Sep-21,SEAMECLTD,979.7,915.45,0.0678,0.0308,0.031,0.5923,3.1,59.23
09-Sep-21,SECURKLOUD,168.15,152.85,0.0954,0.0383,0.0388,0.7413,3.88,74.13
09-Sep-21,SELAN,150,146.2,0.0257,0.0303,0.0303,0.5789,3.03,57.89
09-Sep-21,SEPOWER,8.2,8.4,-0.0241,0.0409,0.0408,0.7795,4.08,77.95
09-Sep-21,SEQUENT,236.15,227.9,0.0356,0.0332,0.0332,0.6343,3.32,63.43
09-Sep-21,SERVOTECH,26.75,27.2,-0.0167,0.0053,0.0054,0.1032,0.54,10.32
09-Sep-21,SESHAPAPER,176.3,179.25,-0.0166,0.0291,0.029,0.554,2.9,55.4
09-Sep-21,SETCO,22.45,20.4,0.0958,0.0379,0.0384,0.7336,3.84,73.36
09-Sep-21,SETF10GILT,207.05,205.5,0.0075,0.0135,0.0135,0.2579,1.35,25.79
09-Sep-21,SETFGOLD,4185.35,4194.45,-0.0022,0.0085,0.0085,0.1624,0.85,16.24
09-Sep-21,SETFNIF50,177.01,177.01,0,0.0115,0.0115,0.2197,1.15,21.97
09-Sep-21,SETFNIFBK,365.63,367.41,-0.0049,0.0175,0.0174,0.3324,1.74,33.24
09-Sep-21,SETFNN50,441.93,439.95,0.0045,0.0114,0.0114,0.2178,1.14,21.78
09-Sep-21,SETUINFRA,1.25,1.3,-0.0392,0.0448,0.0448,0.8559,4.48,85.59
09-Sep-21,SEYAIND,56.75,56.7,0.0009,0.0355,0.0354,0.6763,3.54,67.63
09-Sep-21,SFL,2291.35,2300.2,-0.0039,0.018,0.018,0.3439,1.8,34.39
09-Sep-21,SGETL,10,10,0,0,0,0,0,0
09-Sep-21,SGIL,158.85,154.45,0.0281,0.0134,0.0135,0.2579,1.35,25.79
09-Sep-21,SGL,13.3,13.2,0.0075,0.042,0.0419,0.8005,4.19,80.05
09-Sep-21,SHAKTIPUMP,716.9,724.15,-0.0101,0.0346,0.0345,0.6591,3.45,65.91
09-Sep-21,SHALBY,190.95,193.1,-0.0112,0.0332,0.0331,0.6324,3.31,63.24
09-Sep-21,SHALPAINTS,97.7,99,-0.0132,0.0319,0.0318,0.6075,3.18,60.75
09-Sep-21,SHANKARA,566.2,568.6,-0.0042,0.0374,0.0373,0.7126,3.73,71.26
09-Sep-21,SHANTIGEAR,177.45,179.3,-0.0104,0.0307,0.0307,0.5865,3.07,58.65
09-Sep-21,SHANTNU,12.75,12.75,0,0,0,0,0,0
09-Sep-21,SHARDACROP,328.95,325.45,0.0107,0.0271,0.027,0.5158,2.7,51.58
09-Sep-21,SHARDAMOTR,611.35,612.9,-0.0025,0.0383,0.0382,0.7298,3.82,72.98
09-Sep-21,SHAREINDIA,529.85,526.6,0.0062,0.0259,0.0259,0.4948,2.59,49.48
09-Sep-21,SHARIABEES,452.84,451.5,0.003,0.0166,0.0166,0.3171,1.66,31.71
09-Sep-21,SHEMAROO,137.4,124.75,0.0966,0.0433,0.0437,0.8349,4.37,83.49
09-Sep-21,SHIL,405.15,385.4,0.05,0.0316,0.0317,0.6056,3.17,60.56
09-Sep-21,SHILPAMED,609.6,616.2,-0.0108,0.0304,0.0303,0.5789,3.03,57.89
09-Sep-21,SHINEWELL,7.5,7.5,0,0,0,0,0,0
09-Sep-21,SHIVAMAUTO,22.2,22.15,0.0023,0.0326,0.0325,0.6209,3.25,62.09
09-Sep-21,SHIVAMILLS,88.55,88.35,0.0023,0.0347,0.0346,0.661,3.46,66.1
09-Sep-21,SHIVATEX,197.75,198.05,-0.0015,0.041,0.0409,0.7814,4.09,78.14
09-Sep-21,SHK,168.35,168.15,0.0012,0.0303,0.0303,0.5789,3.03,57.89
09-Sep-21,SHOPERSTOP,253.05,251.85,0.0048,0.0286,0.0285,0.5445,2.85,54.45
09-Sep-21,SHRADHA,59.95,60.9,-0.0157,0.0331,0.033,0.6305,3.3,63.05
09-Sep-21,SHRADHAIND,49.85,49.85,0,0,0,0,0,0
09-Sep-21,SHREDIGCEM,80.15,80.05,0.0012,0.0303,0.0303,0.5789,3.03,57.89
09-Sep-21,SHREECEM,30671.25,30794.75,-0.004,0.0203,0.0202,0.3859,2.02,38.59
09-Sep-21,SHREEPUSHK,229.2,222.3,0.0306,0.0347,0.0347,0.6629,3.47,66.29
09-Sep-21,SHREERAMA,11.95,12,-0.0042,0.0399,0.0398,0.7604,3.98,76.04
09-Sep-21,SHREEVIJAY,10,10,0,0,0,0,0,0
09-Sep-21,SHRENIK,1.6,1.6,0,0.0384,0.0383,0.7317,3.83,73.17
09-Sep-21,SHREYANIND,122.5,120.7,0.0148,0.0364,0.0363,0.6935,3.63,69.35
09-Sep-21,SHREYANS,10,10,0,0,0,0,0,0
09-Sep-21,SHREYAS,346.65,364.8,-0.051,0.0421,0.0421,0.8043,4.21,80.43
09-Sep-21,SHRIPISTON,926.9,927.9,-0.0011,0.0253,0.0252,0.4814,2.52,48.14
09-Sep-21,SHRIRAMCIT,2368.5,2355.15,0.0057,0.0308,0.0307,0.5865,3.07,58.65
09-Sep-21,SHRIRAMEPC,5.1,4.85,0.0503,0.0411,0.0411,0.7852,4.11,78.52
09-Sep-21,SHYAMCENT,11.95,11.4,0.0471,0.0443,0.0443,0.8464,4.43,84.64
09-Sep-21,SHYAMMETL,407.2,386.2,0.0529,0.0113,0.0119,0.2273,1.19,22.73
09-Sep-21,SHYAMTEL,9.5,10,-0.0513,0.045,0.0451,0.8616,4.51,86.16
09-Sep-21,SICAL,11.3,11.3,0,0.0389,0.0388,0.7413,3.88,74.13
09-Sep-21,SIEMENS,2230.65,2210.4,0.0091,0.0186,0.0185,0.3534,1.85,35.34
09-Sep-21,SIGACHI,15.45,15.45,0,0,0,0,0,0
09-Sep-21,SIGIND,48.75,48.45,0.0062,0.0413,0.0412,0.7871,4.12,78.71
09-Sep-21,SIL,15,15.15,-0.01,0.0282,0.0281,0.5368,2.81,53.68
09-Sep-21,SILGO,33.55,33.9,-0.0104,0.0317,0.0317,0.6056,3.17,60.56
09-Sep-21,SILINV,279.4,280.45,-0.0038,0.0342,0.0341,0.6515,3.41,65.15
09-Sep-21,SILLYMONKS,20.5,21.2,-0.0336,0.0309,0.0309,0.5903,3.09,59.03
09-Sep-21,SIMBHALS,26.2,26.7,-0.0189,0.0366,0.0366,0.6992,3.66,69.92
09-Sep-21,SIMPLEXINF,38.75,38.45,0.0078,0.033,0.033,0.6305,3.3,63.05
09-Sep-21,SINTERCOM,84,84.7,-0.0083,0.0222,0.0221,0.4222,2.21,42.22
09-Sep-21,SINTEX,3.75,3.65,0.027,0.0418,0.0417,0.7967,4.17,79.67
09-Sep-21,SIRCA,330.4,333.2,-0.0084,0.0251,0.0251,0.4795,2.51,47.95
09-Sep-21,SIS,483.65,482.7,0.002,0.0239,0.0239,0.4566,2.39,45.66
09-Sep-21,SITAL,75,75,0,0.0009,0.0009,0.0172,0.09,1.72
09-Sep-21,SITINET,1.55,1.5,0.0328,0.0448,0.0448,0.8559,4.48,85.59
09-Sep-21,SIYSIL,387.45,394.55,-0.0182,0.0348,0.0348,0.6649,3.48,66.49
09-Sep-21,SJVN,26.8,26.6,0.0075,0.0161,0.016,0.3057,1.6,30.57
09-Sep-21,SKFINDIA,3189.7,3164.35,0.008,0.0202,0.0202,0.3859,2.02,38.59
