Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365),,
09-Sep-21,526899,15.55,15.6,-0.0032,0.041,0.0409,0.7814,4.09,78.14
09-Sep-21,526901,7.25,7.25,0,0.0238,0.0237,0.4528,2.37,45.28
09-Sep-21,526905,4.65,4.65,0,0.0335,0.0335,0.64,3.35,64
09-Sep-21,526931,119,119.3,-0.0025,0.0461,0.046,0.8788,4.6,87.88
09-Sep-21,526935,27.05,27.9,-0.0309,0.0348,0.0348,0.6649,3.48,66.49
09-Sep-21,526945,70.2,72.9,-0.0377,0.0298,0.0298,0.5693,2.98,56.93
09-Sep-21,526959,2.64,2.64,0,0.0166,0.0166,0.3171,1.66,31.71
09-Sep-21,526961,18.9,18.95,-0.0026,0.0165,0.0164,0.3133,1.64,31.33
09-Sep-21,526965,79.35,77.95,0.0178,0.0294,0.0294,0.5617,2.94,56.17
09-Sep-21,526971,93.05,88.65,0.0484,0.04,0.0401,0.7661,4.01,76.61
09-Sep-21,526977,8.1,8.1,0,0.0071,0.0071,0.1356,0.71,13.56
09-Sep-21,526981,259.2,254.7,0.0175,0.0379,0.0378,0.7222,3.78,72.22
09-Sep-21,526983,4.75,4.75,0,0.0106,0.0106,0.2025,1.06,20.25
09-Sep-21,527005,13.35,13.35,0,0.0265,0.0264,0.5044,2.64,50.44
09-Sep-21,530025,16.5,16.5,0,0.0186,0.0186,0.3554,1.86,35.54
09-Sep-21,530035,8.05,8.05,0,0.0187,0.0186,0.3554,1.86,35.54
09-Sep-21,530037,3.43,3.27,0.0478,0.0124,0.0128,0.2445,1.28,24.45
09-Sep-21,530043,110.85,112.65,-0.0161,0.0394,0.0393,0.7508,3.93,75.08
09-Sep-21,530045,17,16.85,0.0089,0.0409,0.0408,0.7795,4.08,77.95
09-Sep-21,530053,8.05,8.05,0,0.0258,0.0257,0.491,2.57,49.1
09-Sep-21,530055,5,5,0,0.0075,0.0075,0.1433,0.75,14.33
09-Sep-21,530057,108,103.5,0.0426,0.0261,0.0262,0.5006,2.62,50.06
09-Sep-21,530063,4,4.39,-0.093,0.0408,0.0412,0.7871,4.12,78.71
09-Sep-21,530065,5.45,5.22,0.0431,0.029,0.0291,0.556,2.91,55.6
09-Sep-21,530067,116.05,114.5,0.0134,0.0402,0.0401,0.7661,4.01,76.61
09-Sep-21,530077,108.25,108.25,0,0.0367,0.0366,0.6992,3.66,69.92
09-Sep-21,530079,309.55,281.45,0.0952,0.0452,0.0456,0.8712,4.56,87.12
09-Sep-21,530095,39.95,39.95,0,0.0198,0.0198,0.3783,1.98,37.83
09-Sep-21,530109,13.02,13.7,-0.0509,0.0456,0.0457,0.8731,4.57,87.31
09-Sep-21,530111,30.95,31,-0.0016,0.0331,0.033,0.6305,3.3,63.05
09-Sep-21,530119,88.2,88.05,0.0017,0.0317,0.0316,0.6037,3.16,60.37
09-Sep-21,530125,202.75,202.35,0.002,0.0399,0.0398,0.7604,3.98,76.04
09-Sep-21,530127,14,13.41,0.0431,0.0406,0.0406,0.7757,4.06,77.57
09-Sep-21,530129,539.05,542.2,-0.0058,0.0392,0.0391,0.747,3.91,74.7
09-Sep-21,530131,40.05,40.35,-0.0075,0.0357,0.0356,0.6801,3.56,68.01
09-Sep-21,530133,43.45,44.6,-0.0261,0.0335,0.0335,0.64,3.35,64
09-Sep-21,530141,3.23,3.08,0.0476,0.0108,0.0113,0.2159,1.13,21.59
09-Sep-21,530145,18.15,17.3,0.048,0.0355,0.0356,0.6801,3.56,68.01
09-Sep-21,530151,45.15,45.45,-0.0066,0.0363,0.0363,0.6935,3.63,69.35
09-Sep-21,530161,4.88,4.88,0,0.0101,0.0101,0.193,1.01,19.3
09-Sep-21,530163,66,65,0.0153,0.0342,0.0342,0.6534,3.42,65.34
09-Sep-21,530167,11.2,11.12,0.0072,0.0254,0.0253,0.4834,2.53,48.34
09-Sep-21,530169,9.75,9.75,0,0.0345,0.0344,0.6572,3.44,65.72
09-Sep-21,530171,21.7,22.8,-0.0494,0.0304,0.0306,0.5846,3.06,58.46
09-Sep-21,530173,5.01,4.78,0.047,0.024,0.0242,0.4623,2.42,46.23
09-Sep-21,530175,48.2,48.1,0.0021,0.0453,0.0452,0.8635,4.52,86.35
09-Sep-21,530177,5.89,5.89,0,0.0273,0.0272,0.5197,2.72,51.97
09-Sep-21,530179,3.74,3.74,0,0.0084,0.0084,0.1605,0.84,16.05
09-Sep-21,530185,9.98,9.51,0.0482,0.0418,0.0418,0.7986,4.18,79.86
09-Sep-21,530187,1.65,1.73,-0.0473,0.0318,0.0319,0.6094,3.19,60.94
09-Sep-21,530197,28.45,29.9,-0.0497,0.0344,0.0345,0.6591,3.45,65.91
09-Sep-21,530201,17.75,17.1,0.0373,0.0382,0.0382,0.7298,3.82,72.98
09-Sep-21,530207,20,21,-0.0488,0.0374,0.0375,0.7164,3.75,71.64
09-Sep-21,530213,38.45,36.65,0.0479,0.0302,0.0303,0.5789,3.03,57.89
09-Sep-21,530215,32.3,31.5,0.0251,0.0268,0.0268,0.512,2.68,51.2
09-Sep-21,530219,77,77,0,0.0171,0.017,0.3248,1.7,32.48
09-Sep-21,530231,12.62,13.25,-0.0487,0.0211,0.0214,0.4088,2.14,40.88
09-Sep-21,530233,125.6,126.65,-0.0083,0.0446,0.0445,0.8502,4.45,85.02
09-Sep-21,530235,29,28.6,0.0139,0.0296,0.0296,0.5655,2.96,56.55
09-Sep-21,530245,45.3,45.3,0,0.0239,0.0239,0.4566,2.39,45.66
09-Sep-21,530249,45.15,47.5,-0.0507,0.0293,0.0294,0.5617,2.94,56.17
09-Sep-21,530253,12.33,12.37,-0.0032,0.0162,0.0161,0.3076,1.61,30.76
09-Sep-21,530255,3.15,3,0.0488,0.0256,0.0258,0.4929,2.58,49.29
09-Sep-21,530259,18,17.6,0.0225,0.0339,0.0339,0.6477,3.39,64.77
09-Sep-21,530263,3.51,3.69,-0.05,0.0322,0.0323,0.6171,3.23,61.71
09-Sep-21,530265,18.35,18.35,0,0.0313,0.0312,0.5961,3.12,59.61
09-Sep-21,530267,15.26,14.54,0.0483,0.0263,0.0264,0.5044,2.64,50.44
09-Sep-21,530271,4.81,4.81,0,0.0228,0.0227,0.4337,2.27,43.37
09-Sep-21,530281,3.8,3.8,0,0.0166,0.0166,0.3171,1.66,31.71
09-Sep-21,530289,20.7,21.4,-0.0333,0.0233,0.0234,0.4471,2.34,44.71
09-Sep-21,530291,8.99,9.46,-0.051,0.0136,0.014,0.2675,1.4,26.75
09-Sep-21,530305,19.95,19.8,0.0075,0.0392,0.0391,0.747,3.91,74.7
09-Sep-21,530309,150.85,151.8,-0.0063,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,530313,42.5,42.5,0,0.0338,0.0337,0.6438,3.37,64.38
09-Sep-21,530315,123.35,122.45,0.0073,0.0382,0.0381,0.7279,3.81,72.79
09-Sep-21,530317,76.1,75.95,0.002,0.0402,0.0401,0.7661,4.01,76.61
09-Sep-21,530331,483.65,466.8,0.0355,0.0353,0.0353,0.6744,3.53,67.44
09-Sep-21,530341,136.95,137.25,-0.0022,0.0382,0.0381,0.7279,3.81,72.79
09-Sep-21,530355,143.7,139.65,0.0286,0.031,0.031,0.5923,3.1,59.23
09-Sep-21,530357,5.05,5.31,-0.0502,0.0268,0.0269,0.5139,2.69,51.39
09-Sep-21,530369,19.25,18.35,0.0479,0.0333,0.0334,0.6381,3.34,63.81
09-Sep-21,530401,26,25.2,0.0313,0.031,0.031,0.5923,3.1,59.23
09-Sep-21,530405,15.8,15.5,0.0192,0.0368,0.0367,0.7012,3.67,70.12
09-Sep-21,530407,4.22,4.44,-0.0508,0.0344,0.0345,0.6591,3.45,65.91
09-Sep-21,530419,28.35,28.8,-0.0157,0.0429,0.0428,0.8177,4.28,81.77
09-Sep-21,530421,6.69,6.38,0.0474,0.0338,0.0339,0.6477,3.39,64.77
09-Sep-21,530427,28,28.15,-0.0053,0.0326,0.0325,0.6209,3.25,62.09
09-Sep-21,530429,11.79,11,0.0694,0.0343,0.0346,0.661,3.46,66.1
09-Sep-21,530431,69,69.5,-0.0072,0.0299,0.0298,0.5693,2.98,56.93
09-Sep-21,530433,63.2,60.2,0.0486,0.0436,0.0436,0.833,4.36,83.3
09-Sep-21,530439,2.6,2.7,-0.0377,0.113,0.1127,2.1531,11.27,215.31
09-Sep-21,530443,3.18,3.18,0,0.015,0.015,0.2866,1.5,28.66
09-Sep-21,530445,1.19,1.25,-0.0492,0.0316,0.0318,0.6075,3.18,60.75
09-Sep-21,530449,21,21.5,-0.0235,0.0284,0.0283,0.5407,2.83,54.07
09-Sep-21,530457,2.1,2.1,0,0.0094,0.0094,0.1796,0.94,17.96
09-Sep-21,530459,19.2,18.9,0.0157,0.0398,0.0397,0.7585,3.97,75.85
09-Sep-21,530461,19,19.1,-0.0052,0.0376,0.0375,0.7164,3.75,71.64
09-Sep-21,530469,6.79,6.79,0,0.0197,0.0197,0.3764,1.97,37.64
09-Sep-21,530475,88.1,88.5,-0.0045,0.0274,0.0273,0.5216,2.73,52.16
09-Sep-21,530477,205.05,208.35,-0.016,0.0343,0.0342,0.6534,3.42,65.34
09-Sep-21,530495,30.6,29.15,0.0485,0.028,0.0281,0.5368,2.81,53.68
09-Sep-21,530499,458.05,458.5,-0.001,0.0337,0.0336,0.6419,3.36,64.19
09-Sep-21,530521,43.5,42.65,0.0197,0.0454,0.0454,0.8674,4.54,86.74
09-Sep-21,530525,7.59,7.23,0.0486,0.0288,0.0289,0.5521,2.89,55.21
09-Sep-21,530533,53.15,52.2,0.018,0.0336,0.0336,0.6419,3.36,64.19
09-Sep-21,530537,15.85,15.85,0,0.0028,0.0028,0.0535,0.28,5.35
09-Sep-21,530545,153.4,150.55,0.0188,0.0407,0.0406,0.7757,4.06,77.57
09-Sep-21,530557,1.21,1.16,0.0422,0.0367,0.0368,0.7031,3.68,70.31
09-Sep-21,530565,3.04,2.9,0.0471,0.0703,0.0702,1.3412,7.02,134.12
09-Sep-21,530571,3.59,3.59,0,0.0199,0.0199,0.3802,1.99,38.02
09-Sep-21,530577,23.6,22.7,0.0389,0.0382,0.0382,0.7298,3.82,72.98
09-Sep-21,530579,18.96,18.06,0.0486,0.0395,0.0396,0.7566,3.96,75.66
09-Sep-21,530581,5,5.12,-0.0237,0.0247,0.0247,0.4719,2.47,47.19
09-Sep-21,530585,132.2,137,-0.0357,0.0373,0.0373,0.7126,3.73,71.26
09-Sep-21,530589,127.6,121.75,0.0469,0.0427,0.0427,0.8158,4.27,81.58
09-Sep-21,530595,8.5,8.5,0,0.0269,0.0268,0.512,2.68,51.2
09-Sep-21,530609,5.56,5.85,-0.0508,0.0364,0.0365,0.6973,3.65,69.73
09-Sep-21,530615,19.95,21,-0.0513,0.0306,0.0307,0.5865,3.07,58.65
09-Sep-21,530617,16.1,16.5,-0.0245,0.0349,0.0349,0.6668,3.49,66.68
09-Sep-21,530621,24.75,25.45,-0.0279,0.0388,0.0387,0.7394,3.87,73.94
09-Sep-21,530627,179.45,170.9,0.0488,0.0358,0.0359,0.6859,3.59,68.59
09-Sep-21,530643,72.55,73.8,-0.0171,0.0456,0.0455,0.8693,4.55,86.93
09-Sep-21,530663,4.18,3.99,0.0465,0.0331,0.0332,0.6343,3.32,63.43
09-Sep-21,530665,7.12,6.99,0.0184,0.0304,0.0303,0.5789,3.03,57.89
09-Sep-21,530669,8.37,8.37,0,0.0192,0.0192,0.3668,1.92,36.68
09-Sep-21,530675,27.1,25.85,0.0472,0.0274,0.0275,0.5254,2.75,52.54
09-Sep-21,530677,19.1,19.3,-0.0104,0.0379,0.0378,0.7222,3.78,72.22
09-Sep-21,530683,11.85,11.85,0,0.0027,0.0027,0.0516,0.27,5.16
09-Sep-21,530695,14.12,14,0.0085,0.0461,0.046,0.8788,4.6,87.88
09-Sep-21,530697,37.1,37.4,-0.0081,0.0434,0.0433,0.8272,4.33,82.72
09-Sep-21,530705,7,7,0,0.0079,0.0079,0.1509,0.79,15.09
09-Sep-21,530709,24.75,23.85,0.037,0.0306,0.0306,0.5846,3.06,58.46
09-Sep-21,530711,51.55,50.55,0.0196,0.0418,0.0417,0.7967,4.17,79.67
09-Sep-21,530713,3.15,3.15,0,0.0299,0.0298,0.5693,2.98,56.93
09-Sep-21,530723,80.75,85,-0.0513,0.0263,0.0265,0.5063,2.65,50.63
09-Sep-21,530733,22.35,23.5,-0.0502,0.026,0.0262,0.5006,2.62,50.06
09-Sep-21,530735,9.44,9.44,0,0.0322,0.0321,0.6133,3.21,61.33
09-Sep-21,530741,27.55,29,-0.0513,0.0317,0.0318,0.6075,3.18,60.75
09-Sep-21,530747,8,7.65,0.0447,0.02,0.0202,0.3859,2.02,38.59
09-Sep-21,530755,3.41,3.41,0,0.0299,0.0299,0.5712,2.99,57.12
09-Sep-21,530765,2.4,2.29,0.0469,0.0221,0.0223,0.426,2.23,42.6
09-Sep-21,530771,9,9,0,0.0337,0.0336,0.6419,3.36,64.19
09-Sep-21,530777,6,6.19,-0.0312,0.0188,0.0189,0.3611,1.89,36.11
09-Sep-21,530779,6.26,5.97,0.0474,0.0241,0.0242,0.4623,2.42,46.23
09-Sep-21,530783,3.88,3.7,0.0475,0.0155,0.0158,0.3019,1.58,30.19
09-Sep-21,530787,19.05,20.05,-0.0512,0.1064,0.1062,2.0289,10.62,202.89
09-Sep-21,530789,109.65,109.6,0.0005,0.0397,0.0396,0.7566,3.96,75.66
09-Sep-21,530795,7.91,8.32,-0.0505,0.0197,0.02,0.3821,2,38.21
09-Sep-21,530797,26.8,28.2,-0.0509,0.0274,0.0276,0.5273,2.76,52.73
09-Sep-21,530799,8.47,8.07,0.0484,0.0094,0.01,0.191,1,19.1
09-Sep-21,530805,11.65,11.65,0,0.0163,0.0162,0.3095,1.62,30.95
09-Sep-21,530809,16.7,15.8,0.0554,0.0381,0.0382,0.7298,3.82,72.98
09-Sep-21,530815,29.7,27.75,0.0679,0.0401,0.0403,0.7699,4.03,76.99
09-Sep-21,530821,15.9,16,-0.0063,0.0457,0.0456,0.8712,4.56,87.12
09-Sep-21,530825,29.8,30.6,-0.0265,0.0406,0.0405,0.7738,4.05,77.38
09-Sep-21,530829,17.3,17,0.0175,0.0432,0.0431,0.8234,4.31,82.34
09-Sep-21,530839,1.89,1.8,0.0488,0.0295,0.0297,0.5674,2.97,56.74
09-Sep-21,530841,8.25,8.25,0,0.0069,0.0069,0.1318,0.69,13.18
09-Sep-21,530845,309.65,315.05,-0.0173,0.0344,0.0343,0.6553,3.43,65.53
09-Sep-21,530853,40.3,38.95,0.0341,0.0267,0.0267,0.5101,2.67,51.01
09-Sep-21,530855,7.94,7.94,0,0,0,0,0,0
09-Sep-21,530879,120.2,118.75,0.0121,0.0435,0.0434,0.8292,4.34,82.92
09-Sep-21,530881,20.2,19.25,0.0482,0.0242,0.0244,0.4662,2.44,46.62
09-Sep-21,530883,6.97,7.03,-0.0086,0.0345,0.0344,0.6572,3.44,65.72
09-Sep-21,530889,0.53,0.53,0,0.0272,0.0271,0.5177,2.71,51.77
09-Sep-21,530897,54.7,50.05,0.0888,0.0338,0.0343,0.6553,3.43,65.53
09-Sep-21,530899,24.2,24.2,0,0.0194,0.0193,0.3687,1.93,36.87
09-Sep-21,530909,32.55,32.55,0,0.0124,0.0124,0.2369,1.24,23.69
09-Sep-21,530915,3.99,3.8,0.0488,0.0358,0.0359,0.6859,3.59,68.59
09-Sep-21,530917,2.25,2.25,0,0.0017,0.0017,0.0325,0.17,3.25
09-Sep-21,530925,15.11,15.9,-0.051,0.0203,0.0206,0.3936,2.06,39.36
09-Sep-21,530929,6.19,6.19,0,0.0098,0.0098,0.1872,0.98,18.72
09-Sep-21,530951,62.15,58.55,0.0597,0.0458,0.0459,0.8769,4.59,87.69
09-Sep-21,530953,47.4,51,-0.0732,0.0345,0.0348,0.6649,3.48,66.49
09-Sep-21,530959,25.15,24.45,0.0282,0.0373,0.0373,0.7126,3.73,71.26
09-Sep-21,530973,36.5,34.8,0.0477,0.0343,0.0344,0.6572,3.44,65.72
09-Sep-21,530977,57.95,61,-0.0513,0.0377,0.0378,0.7222,3.78,72.22
09-Sep-21,530979,40.6,40.95,-0.0086,0.0313,0.0313,0.598,3.13,59.8
09-Sep-21,530985,10.98,11.55,-0.0506,0.0295,0.0297,0.5674,2.97,56.74
09-Sep-21,530991,15,14.95,0.0033,0.0354,0.0353,0.6744,3.53,67.44
09-Sep-21,530993,4.96,4.96,0,0.0069,0.0069,0.1318,0.69,13.18
09-Sep-21,530997,15,15.8,-0.052,0.0359,0.036,0.6878,3.6,68.78
09-Sep-21,531003,15.55,15.55,0,0.0088,0.0088,0.1681,0.88,16.81
09-Sep-21,531017,10.4,10.62,-0.0209,0.0263,0.0262,0.5006,2.62,50.06
09-Sep-21,531025,1.62,1.55,0.0442,0.0288,0.0289,0.5521,2.89,55.21
09-Sep-21,531027,10,10.15,-0.0149,0.0167,0.0167,0.3191,1.67,31.91
09-Sep-21,531033,3.12,3.12,0,0.0198,0.0198,0.3783,1.98,37.83
09-Sep-21,531035,7.4,7.4,0,0.0035,0.0035,0.0669,0.35,6.69
09-Sep-21,531041,208,212.95,-0.0235,0.0374,0.0373,0.7126,3.73,71.26
09-Sep-21,531049,9.7,9.7,0,0.0215,0.0215,0.4108,2.15,41.08
09-Sep-21,531051,6.43,6.43,0,0.0269,0.0268,0.512,2.68,51.2
09-Sep-21,531065,3.5,3.5,0,0.0298,0.0297,0.5674,2.97,56.74
09-Sep-21,531067,19.95,19,0.0488,0.0334,0.0335,0.64,3.35,64
09-Sep-21,531069,2603.5,2580.55,0.0089,0.0353,0.0352,0.6725,3.52,67.25
09-Sep-21,531080,14.6,14.9,-0.0203,0.028,0.0279,0.533,2.79,53.3
09-Sep-21,531083,7.76,7.77,-0.0013,0.0383,0.0382,0.7298,3.82,72.98
09-Sep-21,531091,15.38,15.38,0,0.0384,0.0383,0.7317,3.83,73.17
09-Sep-21,531109,95.35,92.4,0.0314,0.0367,0.0367,0.7012,3.67,70.12
09-Sep-21,531111,22,22,0,0.0284,0.0284,0.5426,2.84,54.26
09-Sep-21,531112,258.5,258.4,0.0004,0.0205,0.0205,0.3917,2.05,39.17
09-Sep-21,531119,5.78,5.78,0,0.014,0.0139,0.2656,1.39,26.56
09-Sep-21,531126,3.2,3.2,0,0.0202,0.0201,0.384,2.01,38.4
09-Sep-21,531127,13.1,13.1,0,0.0215,0.0214,0.4088,2.14,40.88
09-Sep-21,531129,23.1,23.05,0.0022,0.0415,0.0414,0.7909,4.14,79.09
09-Sep-21,531137,1.5,1.48,0.0134,0.0333,0.0332,0.6343,3.32,63.43
09-Sep-21,531146,628.1,640,-0.0188,0.0338,0.0338,0.6457,3.38,64.57
09-Sep-21,531153,15,15,0,0.0284,0.0283,0.5407,2.83,54.07
09-Sep-21,531155,3.84,3.66,0.048,0.0248,0.025,0.4776,2.5,47.76
09-Sep-21,531156,38.85,38.65,0.0052,0.0138,0.0138,0.2636,1.38,26.36
09-Sep-21,531157,6.02,6.02,0,0.028,0.0279,0.533,2.79,53.3
09-Sep-21,531158,11.2,11.3,-0.0089,0.0355,0.0354,0.6763,3.54,67.63
09-Sep-21,531161,123.3,124.5,-0.0097,0.0371,0.037,0.7069,3.7,70.69
09-Sep-21,531163,41.95,41.8,0.0036,0.0338,0.0338,0.6457,3.38,64.57
09-Sep-21,531164,0.42,0.42,0,0.0075,0.0074,0.1414,0.74,14.14
09-Sep-21,531169,55.7,55.7,0,0.0303,0.0302,0.577,3.02,57.7
09-Sep-21,531172,27.6,27.75,-0.0054,0.0327,0.0326,0.6228,3.26,62.28
09-Sep-21,531173,8.2,7.91,0.036,0.0392,0.0392,0.7489,3.92,74.89
09-Sep-21,531176,12.15,12.1,0.0041,0.0251,0.025,0.4776,2.5,47.76
09-Sep-21,531178,4.09,4.09,0,0.0131,0.0131,0.2503,1.31,25.03
09-Sep-21,531190,7.61,7.61,0,0.0106,0.0105,0.2006,1.05,20.06
09-Sep-21,531192,1.19,1.25,-0.0492,0.0291,0.0292,0.5579,2.92,55.79
09-Sep-21,531196,1.84,1.86,-0.0108,0.032,0.0319,0.6094,3.19,60.94
09-Sep-21,531199,51,51,0,0.0282,0.0281,0.5368,2.81,53.68
09-Sep-21,531201,201.5,200.8,0.0035,0.0375,0.0374,0.7145,3.74,71.45
09-Sep-21,531203,36,36,0,0.0239,0.0238,0.4547,2.38,45.47
09-Sep-21,531205,9.5,10,-0.0513,0.0098,0.0104,0.1987,1.04,19.87
09-Sep-21,531210,17.25,17.2,0.0029,0.0317,0.0317,0.6056,3.17,60.56
09-Sep-21,531211,13.05,13.05,0,0.0276,0.0276,0.5273,2.76,52.73
09-Sep-21,531212,28.2,28.15,0.0018,0.0326,0.0325,0.6209,3.25,62.09
09-Sep-21,531215,64.65,62.25,0.0378,0.0441,0.044,0.8406,4.4,84.06
09-Sep-21,531216,19,19,0,0.0385,0.0384,0.7336,3.84,73.36
09-Sep-21,531221,4.79,4.79,0,0.0156,0.0155,0.2961,1.55,29.61
09-Sep-21,531223,25.2,25.95,-0.0293,0.0401,0.0401,0.7661,4.01,76.61
09-Sep-21,531225,38.6,37.95,0.017,0.0361,0.036,0.6878,3.6,68.78
09-Sep-21,531227,23,23,0,0.0227,0.0227,0.4337,2.27,43.37
09-Sep-21,531228,3.55,3.49,0.017,0.0111,0.0112,0.214,1.12,21.4
09-Sep-21,531233,5.39,5.48,-0.0166,0.0497,0.0496,0.9476,4.96,94.76
09-Sep-21,531234,186.4,196.2,-0.0512,0.0443,0.0444,0.8483,4.44,84.83
09-Sep-21,531235,16.25,15.75,0.0313,0.0193,0.0193,0.3687,1.93,36.87
09-Sep-21,531237,6.68,7.03,-0.0511,0.0213,0.0215,0.4108,2.15,41.08
09-Sep-21,531246,22,21,0.0465,0.0316,0.0317,0.6056,3.17,60.56
09-Sep-21,531252,3.28,3.28,0,0.0249,0.0248,0.4738,2.48,47.38
09-Sep-21,531253,120.8,120.65,0.0012,0.0342,0.0341,0.6515,3.41,65.15
09-Sep-21,531254,34.8,34.8,0,0.0295,0.0295,0.5636,2.95,56.36
09-Sep-21,531255,19,17.5,0.0822,0.0395,0.0398,0.7604,3.98,76.04
09-Sep-21,531257,18.2,19.15,-0.0509,0.0434,0.0434,0.8292,4.34,82.92
09-Sep-21,531259,4.9,4.9,0,0.02,0.02,0.3821,2,38.21
09-Sep-21,531260,51,48.95,0.041,0.0273,0.0274,0.5235,2.74,52.35
09-Sep-21,531265,6.4,6.4,0,0.0147,0.0146,0.2789,1.46,27.89
09-Sep-21,531268,31,31.7,-0.0223,0.0353,0.0352,0.6725,3.52,67.25
09-Sep-21,531272,4.65,4.69,-0.0086,0.0041,0.0041,0.0783,0.41,7.83
09-Sep-21,531273,27.55,26.25,0.0483,0.0377,0.0377,0.7203,3.77,72.03
09-Sep-21,531274,6.08,6.08,0,0.0138,0.0138,0.2636,1.38,26.36
09-Sep-21,531278,42.95,41.6,0.0319,0.0358,0.0357,0.682,3.57,68.2
09-Sep-21,531279,25.35,24.15,0.0485,0.0244,0.0246,0.47,2.46,47
09-Sep-21,531280,3.46,3.6,-0.0397,0.0331,0.0332,0.6343,3.32,63.43
09-Sep-21,531281,5.5,5.42,0.0147,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,531287,68.75,69.8,-0.0152,0.0342,0.0341,0.6515,3.41,65.15
09-Sep-21,531288,5,5,0,0.014,0.0139,0.2656,1.39,26.56
09-Sep-21,531289,54.55,54.1,0.0083,0.0404,0.0403,0.7699,4.03,76.99
09-Sep-21,531297,42.9,42.1,0.0188,0.0381,0.0381,0.7279,3.81,72.79
09-Sep-21,531300,3.77,3.77,0,0.0246,0.0245,0.4681,2.45,46.81
09-Sep-21,531301,10.1,10.57,-0.0455,0.0137,0.0141,0.2694,1.41,26.94
09-Sep-21,531304,16.2,16.2,0,0.0131,0.0131,0.2503,1.31,25.03
09-Sep-21,531306,631.6,632.7,-0.0017,0.0315,0.0315,0.6018,3.15,60.18
09-Sep-21,531307,12.1,12,0.0083,0.0341,0.034,0.6496,3.4,64.96
09-Sep-21,531310,82.1,80.95,0.0141,0.0307,0.0306,0.5846,3.06,58.46
09-Sep-21,531314,15.05,14.93,0.008,0.0301,0.0301,0.5751,3.01,57.51
09-Sep-21,531319,4.07,4.28,-0.0503,0.0224,0.0226,0.4318,2.26,43.18
09-Sep-21,531323,8.4,8.4,0,0.0281,0.028,0.5349,2.8,53.49
09-Sep-21,531324,24.65,25.5,-0.0339,0.0246,0.0246,0.47,2.46,47
09-Sep-21,531327,2.2,2.1,0.0465,0.0285,0.0286,0.5464,2.86,54.64
09-Sep-21,531328,5.5,5.26,0.0446,0.0296,0.0297,0.5674,2.97,56.74
09-Sep-21,531334,7.29,7.67,-0.0508,0.0298,0.03,0.5731,3,57.31
09-Sep-21,531338,13.31,13.31,0,0.0171,0.0171,0.3267,1.71,32.67
09-Sep-21,531340,22.85,22.45,0.0177,0.0336,0.0336,0.6419,3.36,64.19
09-Sep-21,531341,4.94,5.2,-0.0513,0.0285,0.0286,0.5464,2.86,54.64
09-Sep-21,531343,4.37,4.37,0,0.0231,0.023,0.4394,2.3,43.94
09-Sep-21,531346,44.6,43.95,0.0147,0.0372,0.0371,0.7088,3.71,70.88
09-Sep-21,531352,13.9,14.6,-0.0491,0.0302,0.0303,0.5789,3.03,57.89
09-Sep-21,531357,1.8,1.85,-0.0274,0.012,0.0121,0.2312,1.21,23.12
09-Sep-21,531358,140.05,141.05,-0.0071,0.0322,0.0321,0.6133,3.21,61.33
09-Sep-21,531359,97.7,99.4,-0.0173,0.0367,0.0366,0.6992,3.66,69.92
09-Sep-21,531360,9.22,9.7,-0.0508,0.0217,0.022,0.4203,2.2,42.03
09-Sep-21,531364,23.45,23.8,-0.0148,0.0281,0.0281,0.5368,2.81,53.68
09-Sep-21,531380,54,52.95,0.0196,0.0312,0.0312,0.5961,3.12,59.61
09-Sep-21,531387,4.99,4.99,0,0.0088,0.0088,0.1681,0.88,16.81
09-Sep-21,531390,29.5,29.65,-0.0051,0.0348,0.0347,0.6629,3.47,66.29
09-Sep-21,531395,8.3,8.3,0,0.0125,0.0124,0.2369,1.24,23.69
09-Sep-21,531396,2.65,2.6,0.019,0.0268,0.0268,0.512,2.68,51.2
09-Sep-21,531397,6.6,6.6,0,0.0128,0.0128,0.2445,1.28,24.45
09-Sep-21,531398,142,141.6,0.0028,0.0369,0.0368,0.7031,3.68,70.31
09-Sep-21,531402,9.27,9.55,-0.0298,0.0289,0.0289,0.5521,2.89,55.21
09-Sep-21,531406,7.95,7.95,0,0.0244,0.0244,0.4662,2.44,46.62
09-Sep-21,531409,11.08,10.56,0.0481,0.0272,0.0273,0.5216,2.73,52.16
09-Sep-21,531411,1.34,1.35,-0.0074,0.0336,0.0336,0.6419,3.36,64.19
09-Sep-21,531412,36.55,36.3,0.0069,0.029,0.0289,0.5521,2.89,55.21
09-Sep-21,531413,4.24,4.04,0.0483,0.0222,0.0224,0.428,2.24,42.8
09-Sep-21,531416,20.75,20.8,-0.0024,0.0273,0.0272,0.5197,2.72,51.97
09-Sep-21,531417,1.34,1.39,-0.0366,0.0336,0.0336,0.6419,3.36,64.19
09-Sep-21,531433,1.7,1.62,0.0482,0.0328,0.0329,0.6286,3.29,62.86
09-Sep-21,531436,3.04,3.04,0,0.0324,0.0323,0.6171,3.23,61.71
09-Sep-21,531437,38.4,37.4,0.0264,0.046,0.0459,0.8769,4.59,87.69
